Bearded Dragons	Popular as pets, bearded dragons or \"beardies\" are moderately sized lizards native to Australia. While they are generally considered good pets even for beginner reptile owners, they do have fairly complex nutritional and environmental requirements so need special equipment and a fair amount of time to care for properly. However, they are social and easy to tame and handle, and show a range of fascinating behaviors that make them interesting to watch.  Although several other species are becoming available to the pet trade,the most commonly available variety is the central or inland bearded dragon,Pogona vitticeps. This species is native to arid, rocky areas of Australia,and is typically tan/brown in coloration (several color morphs are also available). Their name is derived from the spines that line their throats. These spines usually lie flat but if the dragon feels threatened the throat is expanded causing the spines to stand up, making the dragon look more intimidating (especially combined with their tendency to flatten their bodies to appear wider). However, bearded dragons are generally docile, and their aggressive displays are rarely seen in captivity.They are noted for an endearing greeting behavior, in which they lift their front leg in an almost circular motion, so it looks like they are waving.  Virtually all bearded dragons available in America are captive bred,as Australia has strict laws against exportation of its wildlife.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Blue Tongued Skinks	Several species of blue tongued skinks, but the most commonly found in the pet trade are subspecies of Tiliqua scincoides, especially Tiliqua scincoides scincoides, the common or eastern blue tongued skink (information on this page refers primarily to this species).Fairly large at mature size of around 20 inches (snout to vent length of 12 inches).Life span of 10-20 years.Ground dwellers with a flattened, elongated body (somewhat resembles a snake in appearance).Quite docile and gentle, and quite easily tamed and handled.	\N	\N	Need a large enclosure such as a 40-55 gallon tank.Being ground dwellers they don\'t need branches for climbing, but still need a secure lid.	\N	Skinks are true omnivores, which should be reflected in their diet.Variety is the key to providing a nutritious diet, and a calcium/vitamin D supplement should be added to the food.Melissa Kaplan recommends a balance of about 60\\% vegetable/fruits and 40\\% meat items.Vegetables/fruits: beans, summer or winter squash, carrots, parsnips, leafy greens. Can be shredded or pureed and added to meat portion of diet. Fruits can include strawberries, bananas, melon, etc.Meats: low fat canned dog food is a good staple in the diet. This should be supplemented with other items such as superworms and pinkie mice (larger for adults).	\N	\N	\N	\N	a couple of sturdy hiding spots should be provided for skinks, which like to burrow and hide. Cork bark, wood, rocks, PVC pipes, or other hides can be used. Make sure wood pieces or rocks are firmly places so they will not fall on the lizard. A humidity hide (e.g. a plastic storage box with moss or cypress mulch to holds moisture) will help with sheds.	\N	\N
Boa Constrictor	There are several subspecies of boa constrictor (species name boa constrictor) that are found in the pet trade. Red tailed boas (Boa constrictor constrictor) are commonly found in the pet trade, and Boa constrictor imperator can be found as well, among other less common subspecies.	\N	\N	The care for all the species is fairly similar.  Before committing to ownership of a boa constrictor, be sure you will be able to handle the size and strength of a full grown snake for the 25-30 years your snake might live. A full grown boa constrictor (red tailed) will reach 8-10 feet long and weigh up to 50 pounds. These are very muscular and thick bodied snake. While generally quite docile in temperament, it is important to respect the inherent strength of these animals and that could inflict serious injury to a person.	\N	\N	\N	\N	As a general rule, for a constricting snake over 6-8 feet, it is a good idea to have a second person present while handling the snake, just in case assistance is required. Keep in mind also that large, secure housing is required for these snakes, and as adults need large prey such as large rats or even rabbits.	\N	\N	\N	\N
Burmese Python	\N	\N	\N	Care Sheets: Burmese Pythons (http://www.anapsid.org/burm.html) by Melissa Kaplan; Burmese Pythons (http://www.wnyherp.org/care-sheets/snakes/burmese-python.php) - the Western New York Herpetological Society	Burmese Pythons (http://www.anapsid.org/burm.html) by Melissa Kaplan; Burmese Pythons (http://www.wnyherp.org/care-sheets/snakes/burmese-python.php) - the Western New York Herpetological Society	Burmese pythons are usually good eaters and care must be taken not to overfeed or you will end up with an obese snake. Hatchlings can be fed mice or fuzzy rats, moving up to rats and eventually rabbits as the snake grows (feed prey pre-killed). The prey should be no larger than the width of the snake.  Hatchlings can be fed 1-2 times a week but adult snakes only need to be fed every 2 weeks or so. Feed often enough to maintain optimum body condition but be careful not to over feed as these snakes are prone to obesity.	\N	\N	These snakes should be handled frequently from a young age or else will be difficult to handle as they get larger. Handle gently but firmly and be persistent if the snake resists at first. However, avoid handling for a couple of days after feeding or your snake my regurgitate. If your python wraps itself around you, unwind it starting at the tail. As your snake grows, it is recommended that you have at least one other person present when handling or feeding these strong snakes (once over 8 feet long, you should always have a second person available to help with handling, and in fact it is a good idea to have a person present for for each 4 feet of snake (so 3 people to handle a 12 foot snake and 4 people for a 16 foot snake).	\N	\N	\N	\N
Chinese Water Dragon	\N	\N	\N	\N	\N	You can feed crickets, mealworms, waxworms, earthworms, grasshoppers, butterworms, locusts, and possible small feeder fish. Adults can also be fed pinkie mice and kingworms. All insect prey should be gut loaded. Wild caught insects are best avoided due to the risk of containing pesticides, and always avoid fireflies as they are potentially toxic. A small amount (10-15 percent of the diet) of finely chopeed vegetables and fruit can also be offered. Try collards, dandelion, and mustard greens, sweet potato, parsnips, green beans, carrots, and yellow or orange squash. Fruits should be used in smaller quantities than vegetables; try strawberries, raspberries, mangos, papaya, figs, and cantaloupe.|  Hatchlings and juveniles should be fed daily, while as a general rule adults can be fed every 2 or 3 days. The best way to determine how much to feed is to look at body condition: skinny dragons need more to eat, and chubby dragons need to be fed less.	\N	\N	\N	\N	\N	\N	\N
Corn Snake	Corn snakes make an excellent choice as a pet snake. Pet corn snakes are generally docile, relatively easy to care for, and do not get too large. They are excellent escape artists, however, so care must be taken when planning their housing.  Corn snakes do make a good choice for beginners since they are easy to handle and care for. However, they are also favorites with experienced keepers due to the vast array of beautiful colors and patterns selective breeding has produced. An excellent page with lots of photos of the different variations is Shawn Lockhart\'s Color and Pattern Variations of Corn Snakes (http://members.aol.com/guttata319/Hawkherp/morfs.html).  Corn snakes are closely related to rat snakes (rat snakes also belong to the genus Elaphe).  Sometimes corn snakes are also called red rat snakes, mainly the amelanistic (lacking brown or black coloration) variations. Corn snakes are native to the south eastern United States and are mainly land dwelling. They are active mainly at night or at dusk and dawn.	\N	\N	\N	\N	snakes are carnivores, which means owners must be be prepared to provide prey (in this case mice) to feed the snake.	\N	\N	\N	\N	\N	Corn snakes do not have elaborate housing needs, but must be in an escape-proof enclosure.Legal issues: be sure to check the legality of exotic pets in your area.	\N
Crested Geckos	Crested geckos reach an adult length of around 7-9 inches (including their prehensile tails). They come in an wide array of colors and markings (morphs). They get their name from the fringed crest that runs from over their eyes down their necks and backs, though the size of the crest varies. They have specialized toe pads that allow them to effortlessly move along vertical surfaces, and their prehensile tails add to their agility. They are also good jumpers.	Crested geckos need room to climb, so provide a mix of branches, driftwood, cork bark, bamboo, and vines at a variety of heights and orientations. Add a variety of silk and/or sturdy live plants (pothos, philodendron, dracena, ficus) as they will hide in the plants for cover. A small shallow water dish can be provided, with fresh water daily, though they will likely prefer to drink water droplets from leaves (mist the tank every evening, at least -- see the humidity section).	\N	\N	\N	A commercial crested gecko diet is usually well-accepted and is the easiest way to ensure a well-balanced, nutritious diet. It can be supplemented with crickets and other prey insects (roaches, waxworms, silk worms; mealworms are best avoided due to their hard exoskelton) for variety and to allow the gecko to exercise its hunting instincts. Any insects fed should be slightly smaller than the space between the gecko\'s eyes, and should be gut loaded prior to feeding, and dusted with a calcium/D3 supplement.  If you can\'t get a commercial diet, you can feed crested geckos a combination of insect prey items and fruit, though it is more difficult to feed a balanced diet this way. The insect portion of the diet can be made up mainly of crickets, with the occasional addition of other insects for variety. Prey should be smaller than the space between the gecko\'s eyes, and should be gut loaded prior to feeding, and dusted with a calcium/D3 supplement two to three times a week and a multivitamin once a week. Feed as much prey at one time as the gecko eagerly eats. Fruit can be fed several times a week as well. Try mashed fruit or jarred baby food; they often like like bananas, peaches, nectarines, apricots, papaya, mangoes, pears, and passion fruit.  Feed in the evening; juveniles should be feed daily but adults do not need to be fed every day (3 times a week is recommended by many keepers).	\N	\N	\N	\N	\N	A minimum 20 gallon tall terrarium is sufficient for an adult, but larger is better. Crested geckos are arboreal and active, and need lots of vertical space for climbing, so a tall tank is preferred. 2-3 crested geckos can be housed in a tall 29 gallon terrarium (but males are territorial, so keep only one male per tank). A glass terrarium with a screened side for ventilation can be used, but some keepers prefer screened enclosures.	Crested geckos need a moderate to high humidity level; aim for 60-80 percent relative humidity (get a hygrometer and monitor levels as humidity is very important). Provide humidity with regular misting with warm filtered water.  Depending on your cage set up you may need to mist the cage a few times a day to keep the humidity up. Always make sure the cage is well-misted at night when the geckos are most active. Crested geckos will likely drink from water droplets left from the mist.
Degu	\N	\N	\N	\N	\N	The basis of a good degu diet is a combination of high quality chinchilla or guinea pig pellets, and rodent blocks. Grass hay (such as timothy hay) should be available all the time (you can get small hay racks to make this easier), and a small amount of alfalfa hay can also be offered. A variety of fresh vegetables can be given, especially sweet potato (peeled, uncooked), carrots, broccoli, leafy greens, green beans, and dandelion leaves (must be pesticide-free). These should be offered in small quantities only or they may cause diarrhea. Vegetables that are members of the cabbage family (cabbage, broccoli, brussel sprouts, kale) should be fed only in very small quantities and some degu experts advise avoiding them altogether.  Degus are prone to diabetes and are designed to eat a diet high in roughage and low in carbohydrates. Do not let your degus get overweight or obese, and keep sugary foods to a minimum.  Fruit should be avoided as a treat (including raisins) due to their high sugar content. For treats, most degus relish seeds (e.g. sunflower seeds), peanuts, and whole nuts in the shell. However, these should only be an occasional treat, due to the high fat content.	\N	\N	\N	\N	\N	\N	\N
Eastern Box Turtle	The Eastern box turtle is usually about 4-6 inches in length. Eastern box turtles have a high domed carapace (shell) that is usually a darker brown with bright yellow, orange and/or red markings. On the plastron, there may be dark areas, especially on the margins of the scutes. The skin is brown with spots or splashes of yellow or red coloration, especially in males. There are four toes on the back feet.	\N	\N	\N	\N	Adult eastern box turtles are omnivores and can be fed a variety of items. Approximately half of their diet should be made up of vegetables, fruit, and hay/grasses. The remainder should be made up of low fat protein sources; whole live foods are ideal (earthworms, slugs, snails, meal worms, crickets, grasshoppers etc) but cooked lean meats and low fat dog food can be added as a supplement. Hatchlings are more carnivorous. More on feeding box turtles can be found in \"Feeding Box Turtles.\"	\N	\N	\N	\N	\N	While it is possible to keep Eastern box turtles (especially hatchlings and juveniles) in a large indoor terrarium (most aquariums are too small), they do much better in outdoor enclosures where the climate is agreeable. They should have easy access to a shallow pan of water at all times. As well, they should have access to hiding spots, and loose litter for burrowing. See \"Outdoor Pens for Box Turtles\" for more on outdoor housing.	\N
Ferret	Females are called jills, and males are hobs. Baby ferrets are called kits. In North America, spayed females are sometimes called sprites and neutered males called gibs. A group of ferrets is a \"business of ferrets.\" Males tend to be larger than females in length and weight. Females are 13-14 inches long and weigh anywhere from 0.75 to 2.5 lbs, whereas males are on average 15-16 inches long and weigh 2-3.5 lbs if neutered and are even larger (4 or more lbs) if not neutered. Most ferrets obtained in North America are spayed or neutered and descented at a very young age before being sold. Ferrets sleep a large part of the day, commonly around 18 hours. They naturally tend to be active at dawn and dusk, but usually adapt their sleeping and active times to the fit the schedules of their owners.Ferrets are very playful, and are very entertaining to watch.Ferrets have relatively poor eyesight but a keen sense of smell and hearing. There are often misconceptions and debate about whether ferrets are domesticated animals, and the short answer is yes, they are domesticated. They have been domesticated for probably 2000 years or more, and were brought to America as pets as long as 300 years ago.  Nevertheless, in many places they are still not recognized as a domestic animal for the purposes of laws pertaining to animals kept in captivity. The domestic ferret is sometimes also confused with its wild cousin, the black footed ferret.  Ferrets have an undeserved reputation of being smelly.  It is true that they have a distinctly musky odor about them, but it is neither offensive nor overpowering. This musky odor comes from their skin glands and is present whether the ferret is descented or not.  While occasional baths are recommended, frequent bathing will not reduce the scent, and will likely make it worse as the skin will get too dry and the skin glands will produce more oils in an effort to combat the dryness.  As mentioned above ferrets are usually descented in North America, which involved removal of the scent glands. They do have scent glands similar to skunk scent glands, and they will release (not spray) the contents if threatened. However, ferret scent gland secretions are milder than that of skunks and the smell dissipates quickly and washes away easily. The routine removal of scent glands, which is most commonly done in North America, is now being questioned since the musky odor of ferrets is not due to the scent glands and discharge of their scent glands is not a big problem.  Did you Know?  The name ferret is derived from the latin furonem, which means \"thief.\" Ferret owners can attest that this is a well deserved name, as they will happily steal anything they can get their paws on and hide it in their house. Ferrets come from the same family (\"Mustelidae\") as badgers, wolverines, otters, mink, weasels, black footed ferrets and polecats. The distant ancestry of the domestic ferret is somewhat of a mystery, although they are very closely related to the European polecat. The scientific name for ferrets is a somewhat controversial area - Mustela putorius furo is traditionally used, although recent scientific evidence has suggested they should have a name of their own, Mustela furo. Ferret owners have a variety of fun nicknames for ferrets such as ferts, fuzzies, carpet sharks, furballs, and more!	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Fiddler Crab	The group of crabs known as fiddler crabs actually encompasses over90 species and subspecies of the genus Uca that come from a varietyof locations.  Males and females are quite easily distinguished by their claws -the females have small claws, but the males have one verylarge claw (see photos of males and females). The largest fiddler crabs only reach a mature size of about 2 inches across their body.| Fiddler crabs can be found on ocean beaches in the inter-tidal zone, retreating to muddy burrows as the tide goes out (so are exposed to water that ranges from brackish to salt water), while other species are found in brackish water swamps.  Fiddler crabs are scavengers, feeding on organic matter that they find on the surface of rocks and in the mud.| The fiddler crabs found in pet stores are most likely semi-terrestrial brackish crabs, which means they need somesalt in their water as well as access to air and dry land. Unfortunately, many pet stores keep fiddlers in a freshwater aquatic set up, and recommend the same to new owners. They may do fine in a fresh water and fully aquatic set up for weeks, but will eventually become weak and die. If possible, find a store that keeps them in brackish water, or wait for a new shipment so their time spent in fresh water is minimal. Look for crabs that are active and have all their legs and claws.	\N	\N	Some provision should be made to provide the crabs with access to land/air. Owners that do not do this often find their crabs crawling up the filter intake and into or on top the filter in an attempt to find land.  Providing a sloped bottom to the tank with part of the gravel or sand out of the water works well. Alternatively, use a partly filled tank with large rocks on which the crabs can climb out of the water.  Signs of health in fiddler crabs include growth and regular molting. Once a crab molts, their previous exoskeleton will likely be whole in the tank, looking eerily like a ghost. It is a good idea to leave the exoskeleton in the tank, at least for a week or so.  Often the crabs will ingest part of the shed exoskeleton, and it serves as an excellent source of calcium (which they need to produce their new exoskeletons).  Claws and legs may be lost but will regenerate over a couple of molts.  Fiddler crabs may produce eggs in captivity (thefemale carries eggs on her belly), but successful rearing of the youngin the aquarium is next to impossible due to the way their natural live cycle works (the larvae grow in deeper ocean waters and return to shore at maturity).	\N	In the wild fiddler crabs are scavengers, eating bits of organic matter they find in the sand/mud. In captivity, they can be fed sinking crab food, fish food meant for scavengers (sinking tablets, shrimp pellets, etc), and freeze dried plankton and shrimp.	\N	\N	\N	\N	\N	\N	\N
Fire Bellied Toads	Oriental fire bellied toads are hardy little toads that are suitable for beginners. They are not difficult to care for, although they do take a fair amount of work to maintain. Native to southern and southeastern Asia, they are noted for their bright green and black coloration on their backs, and brilliant orange and black on their underside. These bright colors serve as a warning to predators (as in \"I\'m toxic!\"). While not the most toxic of amphibians, regular handling is not recommended (avoid if there are cuts on your hands) and your hands should always be washed thoroughly immediately after touching the frog (or cleaning the tank for that matter). It is not recommended to house these toads with other species due to potential toxicity problems, though. Regular cleaning and water changes will help keep the toxins from building up in the tank.	\N	\N	\N	\N	Fire bellied toads do not have extendable tongues, so use their mouths to grab their food and stuff it into their mouths with their forelegs. They will take a variety of prey items, including crickets and other insects, worms (such as waxworms and earthworms - mealworms are probably best avoided due to their tough exoskeleton), and even some small feeder fish such as guppies. Prey should be gut loaded, and dusted with a multivitamin powder. These toads generally have good appetites and usually do not have a problem eating in captivity. Adults typically only need to eat 2-3 times a week, and watch that the frogs do not become overweight.	\N	\N	\N	\N	\N	A minimum 10 gallon tank is recommended, although 2-3 frogs can be housed in a tank of this size. A larger number of frogs will happily live together in a larger tank (allow about 4 gallons of tank space per frog, and the long style aquariums provide more \"floor space\" for their size). A secure lid is a necessity, as these active little frogs will escape given the chance. The top should allow adequate ventilation.  A semi aquatic tank is the ideal set up, with 1/3 - 1/2 of the tank as a land area and the remainder as water about 2-4 inches deep. The land area could have rocks (which should be smooth to prevent injury to delicate frog skin), damp moss, plants and some areas to hide.  The water should have a filter, and frequent water changes are necessary. Use only dechlorinated stale (let sit 24 hours) water or bottled spring water in the tank. These frogs produce quite a bit of waste so frequent partial water changes should be done. Smooth gravel can be used to line the water side, and live or artificial plants can be used.  A heater is not usually necessary as these frogs can handle room temperature, although warmer temperatures are considered more ideal by some (75-78 F or 24-25 C). A basking area can be set up with a low wattage lamp (use a thermometer and aim for about 78 F).	\N
Flying Squirrel	\N	\N	\N	\N	\N	\N	Provide branches in the cage, for both climbing and chewing. Cotton ropes hung in the cage also provide opportunity for climbing and play. Nest boxes should be provided along with facial tissues or paper towel for nesting material (avoid anything with threads that could wrap around and damage a leg).  The bottom of the cage can be lined with bedding or litter appropriate for rodents (i.e. no cedar shavings) As mentioned above, branches can be used as chew toys, as can wood pieces, wood parrot toys, etc. Whole, hard shelled nuts also provide chewing opportunities as well as being tasty treats.  A running wheel is also recommended for exercise. A solid surface wheel such as the Wodent Wheel (http://www.transoniq.com/) is the safest choice.	\N	\N	\N	\N	Since Southern flying squirrel are not large they can make do with a fairly small cage, but to thrive they need room to run and climb. Vertical space is more important than floor space though, so a tall cage is best. A cage designed for sugar gliders can work well, as long as the spacing in the mesh is narrow (1/2 inch by 1 inch at most). Some owners find that a homemade cage works well too. Keep in mind that Southern flying squirrels are excellent chewers, so make sure they cannot chew their way out of their cage (any wood or plastic should be covered with wire). Floor space of 2 feet by 2 feet is adequate, but the taller the cage, the better.	\N
Gerbils	\N	Provide lots of materials for climbing and enrichment, such as thick pieces of wood, stable rocks, ladders, ramps and platforms. Toys should also be provided that are safe for chewing (i.e. not plastic or with small bits that might be ingested). Wood toys or simple blocks of wood, branches, hay, wood and rope parrot toys, and small cardboard boxes are all good choices. Toilet paper tubes, though quickly destroyed, will likely be a favorite toy.  A water bottle, with a metal spout, can be hung on the cage. A fresh supply of water should always be available. Heavy ceramic food dishes are the best choice since they are harder to tip.  You can consider getting an exercise wheel, but get one with a solid surface to prevent injuries (some owners modify the typical hamster style wheel by applying tape over the wheel to provide a solid surface). There should be no place for the gerbil to catch its tail. You might even want to try something a little different like the Flying Saucer (http://qualitycage.com/index.php?main_page=product_info&cPath=1_19&products_id=1803).	fairly small rodents with long furry tails that have a little tuft of fur at the end. The wild type coloration is \"agouti\", where each hair is banded with gray, yellowish, and black, with off-white hair on the belly.  However, through selective breeding, several lovely color variations are available.	\N	\N	Diet should consist of a good quality prepared gerbil diet supplemented with a loose seed mix and a variety of other foods. See Feeding Gerbils for more detail on appropriate foods.	\N	Mongolian gerbils are not nocturnal although they are sometimes active at night; they go through several sleep/active cycles in the course of 24 hours.  They are very curious and will explore anything, and can be quite entertaining.  To get a better understanding of gerbils, see Gerbil Behavior.	\N	\N	\N	For a pair of gerbils a cage about 12 inches by 24 inches (by 12 inches tall) is a good minimum size, but since gerbils are active, a larger cage is better. Glass aquariums can be used and are favored over wire cages by many owners. Aquariums allow a deep layer of bedding so the gerbils can burrow. A secure mesh lid is necessary to prevent escapes and allow ventilation. Wire cages can be used for gerbils, but they do have a tendency to kick the bedding out when the burrow, making a mess, and they sometimes chew on the wire resulting in sores on their noses. For wire cages, the bar spacing should be no more than 1/2 inch. Plastic cages do not hold up to the chewing habits of gerbils.	\N
Giant African Land Snails	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	A good sized, well-ventilated plastic or glass tank with a secure lid	\N
Giant African Millipedes	There are a variety of millipedes kept as pets that are generally called giant millipedes or giant African millipedes (e.g. Archispirostreptus spp, Scaphiostreptus spp). There are several species available, but there is often confusion over the exact species since species identification can be quite difficult in living specimens and there appears to be some dispute over the correct scientific names of some millipedes. However, while there is some variation in appearance, the giant millipedes are largely similar in their characteristics and care.  They have two main modes of defense if they feel threatened, they curl into a tight spiral and they secrete an irritating liquid from pores on their body. This liquid can be harmful if it gets in your eyes or mouth so you must wash your hands after handling a millipede. Some people are more sensitive to the liquid than others, and some species are more \"toxic\" than others.They can be handled, and are quite docile and slow moving.They get along fine with others so you can keep more than one per tank. They do breed quite readily so if you have males and females together you may find yourself with babies. Male millipedes have modified legs on the 7th body segment called gonopods. These legs look different than the other legs (they have grasping claws) and are often carried tucked up under the body.Millipedes do not actually have a thousand legs - they usually have between 100-400 (2 sets of legs per body segment). Each time they molt, they add more segments and therefore more legs.	\N	\N	\N	\N	Giant millipedes are herbivores, dining in the wild on decaying leaf material. In captivity they can be fed a variety of vegetables and fruits, cut into small pieces. Softer vegetables and fruits are best - try leaf lettuce, cucumber (reported as a favorite food of millipedes), tomatoes, melon, peaches, bananas, etc. The food can be fed in a shallow dish or jar lid. They prefer food that is starting to decay so leaving it for a day or so is not a problem. It is also a good idea to provide some leaf litter (decaying leaves - freezing is a good idea to reduce the number of bugs introduced on the leaves).  Calcium should be added to the diet - dust the food lightly with a vitamin supplement containing calcium.	\N	\N	\N	\N	\N	as a general rule, a 10-15 gallon aquarium is ample room for a couple of millipedes. Make sure the length of the tank is at least twice the length of the millipede (and the width as wide as the millipede is long). Floor space is more important than height. A lid is a good idea.	The humidity level should also be kept quite high, and this can be achieved by keeping the substrate damp (not wet) with regular misting.
Golden Geckos	\N	\N	\N	\N	\N	Golden geckos should be fed a variety of insect prey items. Crickets can make up the main part of the diet, with the addition of waxworms, mealworms, butterworms, roaches, and other insect prey. Prey should be gut loaded prior to feeding, and dusted with a calcium supplement two to three times a week and a multivitamin once a week. Feed in the evening; juveniles should be fed daily but adults do not need to be fed every day. Some keepers recommend varying the feeding schedule to keep them interested in their prey (e.g. feed every other day, then feed two days then skip a day, and so on). Feed as much prey at one time as the gecko eagerly eats.  Golden geckos will often take fruit as well: try bananas (mashed slightly), pureed baby food, and sliced fruit (especially tropical fruits such as mangos).  Notes: Golden geckos are skittish and have delicate skin, so are not good candidates for handling. They also have a bit of a reputation for biting when stressed.	\N	\N	\N	\N	\N	\N	\N
Hamsters	Hamsters are popular pets, and for good reason. They are easy to care, usually bond well with their owners, and on top of everything else, they are very cute! Learn about choosing a pet hamster, pet hamster care, and providing all the necessities for your hamster in this handy hamster care guide.| Hamsters make good pets, but they are not the right choice for everyone. Learn about the pros and cons of hamster as pets before deciding if a hamster will be the right pet for you. You will also need to consider whether you want a larger Syrian hamster (always keep one to a cage), smaller dwarf hamsters (can be kept together), or even the less common but still lovely Chinese hamster. For more about choosing a pet hamster see Syrian Hamsters (http://exoticpets.about.com/od/hamsters/p/syrianhams.htm), golden hamsters, teddy bear hamsters (long hair), black bear hamsters, (black coat)Dwarf hamsters (http://exoticpets.about.com/od/hamsters/p/dwarfhams.htm) - includes dwarf Campbells Russian hamster, dwarf winter white Russian hamsters, and Roborovski hamstersChinese Hamsters (http://exoticpets.about.com/od/hamsters/p/chinesehams.htm).| Avoid taking home a hamster that shows common signs and symptoms of illness, stress, or other problems. While some problems can be hidden, anybody can do a quick check for some common signs of illness or other problems. While there are no guarantees, avoiding hamsters with obvious signs of problems gives you have the best chance of taking home a healthy hamster. Since many diseases are contagious, it is safest to also avoid hamsters with cage mates that seem ill.  As an added bonus, you can also get clues about a hamster\'s temperament while doing a quick health check.	\N	\N	\N	\N	There are also a lot of choices when it comes to hamster food, and not all are created equal. You main choice will be between a pelleted diet and a loose mix (see based) diet, and each has pros and cons. Your store-bought hamster diet can also be supplemented with a variety of healthy human foods and treat.	Hamsters need to be able to chew, and they need to be able to exercise.  Hamsters really were made to run, so a running wheel is a must. A hamster wheel must be large enough (many hamster wheels are more appropriate for dwarf hamsters than Syrian hamsters), safe (no wire wheels, please), and for your sanity, quiet. For chewing, a variety of wood structures and toys will help keep your hamster\'s teeth in shape. Hamsters also tend to like play tubes and tunnels and things they can climb on. For more about hamster toys and wheels see Hamster Wheels and Balls (http://exoticpets.about.com/od/hamsters/a/hamsterwheels.htm).  Homemade Tubes for Hamsters Made from File Folders (http://exoticpets.about.com/od/hamsters/ss/filetubes.htm).	\N	Hamsters that haven\'t been handled may not be happy about being picked up and may try to bite you. It\'s important to remember hamsters that bite are not mean -- they are scared and defending themselves the best way they know how.  It may take some patience (and possible some treats) to win your hamster\'s trust. More about handling hamsters. Help! My Hamster Bites - What Can I Do?  (http://exoticpets.about.com/od/hamsters/f/hamsterbiting.htm)	\N	\N	Having a cage all set up and waiting for your hamster is a good way to smooth your hamsters\' transition to his or her new home. There are a huge variety of cage styles and sized out there, and which one to choose can be confusing. My best advice is don\'t be fooled by the \"coolness\" of the cage, and make sure you choose one that is appropriate for the size of hamster you are choosing as well as one that is easy to clean. Also make sure you have cage accessories such as bedding, an exercise wheel, and a cozy sleep hut picked out.  Here\'s some tips about choosing supplies. Before You Buy a Cage for Your Syrian Hamster (http://exoticpets.about.com/od/hamsters/bb/hamstercage.html). Before You Buy a Cage for Your Dwarf Hamster (http://exoticpets.about.com/od/hamsters/bb/dwhamstercages.htm). Hamster Wheels and Balls (http://exoticpets.about.com/od/hamsters/a/hamsterwheels.htm). Should I Get Cotton Nesting Material for my Hamster?  (http://exoticpets.about.com/od/hamsters/f/hamsterbedding.htm)	\N
House Gecko	Common house geckos reach an adult length of 3-5 inches (total length). Their color varies the from a yellowish tan color with darker spots or blotches in the light to a pale greyish-white; they often appear more pale at night. They have specialized toe pads that allow them to effortlessly move along vertical surfaces and upside down.	House geckos need room to climb, so provide branches, driftwood, and silk or live plants.  They also need hiding spots such as reptile caves or small clay plant pots placed on their sides.  Provide enough hides to give multiple geckos space to hide from each other. A small shallow water dish can be provided, with fresh water daily, but they may prefer to drink from water droplets on leaves.	\N	\N	\N	House geckos should be fed a variety of smallish prey items. Crickets can make up the main part of the diet, with the addition of fruit flies and other small flies, silkworms, the occasional mealworm, and other insect prey.  Prey should be gut loaded (/cs/reptilesgeneral/g/gutloading.htm) prior to feeding, and dusted with a calcium supplement two to three times a week and a multivitamin once a week. Feed in the evening; juveniles should be fed daily but adults can be fed every other day (feed as much prey as your house gecko will consume eagerly).	\N	\N	\N	\N	\N	A 20 gallon tall terrarium is sufficient for a couple of house geckos, but bigger is better.  Keep in mind that house geckos need vertical space for climbing so use a tall tank. Males are territorial so should only be kept one to a cage, but females get along.	House geckos need a moderate to high humidity level; aim for 60-75 percent relative humidity (use a hygrometer to measure).  Provide humidity with regular misting; the geckos will likely drink from water droplets left from the mist.
